@relation 'gesture-weka.filters.unsupervised.attribute.Remove-V-R1,2,3,4,5,6,7-11,22-weka.filters.unsupervised.attribute.Remove-R12_gesture-weka.filters.unsupervised.attribute.Remove-V-R3,4,6,194-199,200-263,328'

@attribute ratio numeric
@attribute Max_X numeric
@attribute fingersAreas numeric
@attribute convexHull1 numeric
@attribute convexHull2 numeric
@attribute convexHull3 numeric
@attribute convexHull4 numeric
@attribute convexHull5 numeric
@attribute convexHull6 numeric
@attribute cellOccupancyNonZ1 numeric
@attribute cellOccupancyNonZ2 numeric
@attribute cellOccupancyNonZ3 numeric
@attribute cellOccupancyNonZ4 numeric
@attribute cellOccupancyNonZ5 numeric
@attribute cellOccupancyNonZ6 numeric
@attribute cellOccupancyNonZ7 numeric
@attribute cellOccupancyNonZ8 numeric
@attribute cellOccupancyNonZ9 numeric
@attribute cellOccupancyNonZ10 numeric
@attribute cellOccupancyNonZ11 numeric
@attribute cellOccupancyNonZ12 numeric
@attribute cellOccupancyNonZ13 numeric
@attribute cellOccupancyNonZ14 numeric
@attribute cellOccupancyNonZ15 numeric
@attribute cellOccupancyNonZ16 numeric
@attribute cellOccupancyNonZ17 numeric
@attribute cellOccupancyNonZ18 numeric
@attribute cellOccupancyNonZ19 numeric
@attribute cellOccupancyNonZ20 numeric
@attribute cellOccupancyNonZ21 numeric
@attribute cellOccupancyNonZ22 numeric
@attribute cellOccupancyNonZ23 numeric
@attribute cellOccupancyNonZ24 numeric
@attribute cellOccupancyNonZ25 numeric
@attribute cellOccupancyNonZ26 numeric
@attribute cellOccupancyNonZ27 numeric
@attribute cellOccupancyNonZ28 numeric
@attribute cellOccupancyNonZ29 numeric
@attribute cellOccupancyNonZ30 numeric
@attribute cellOccupancyNonZ31 numeric
@attribute cellOccupancyNonZ32 numeric
@attribute cellOccupancyNonZ33 numeric
@attribute cellOccupancyNonZ34 numeric
@attribute cellOccupancyNonZ35 numeric
@attribute cellOccupancyNonZ36 numeric
@attribute cellOccupancyNonZ37 numeric
@attribute cellOccupancyNonZ38 numeric
@attribute cellOccupancyNonZ39 numeric
@attribute cellOccupancyNonZ40 numeric
@attribute cellOccupancyNonZ41 numeric
@attribute cellOccupancyNonZ42 numeric
@attribute cellOccupancyNonZ43 numeric
@attribute cellOccupancyNonZ44 numeric
@attribute cellOccupancyNonZ45 numeric
@attribute cellOccupancyNonZ46 numeric
@attribute cellOccupancyNonZ47 numeric
@attribute cellOccupancyNonZ48 numeric
@attribute cellOccupancyNonZ49 numeric
@attribute cellOccupancyNonZ50 numeric
@attribute cellOccupancyNonZ51 numeric
@attribute cellOccupancyNonZ52 numeric
@attribute cellOccupancyNonZ53 numeric
@attribute cellOccupancyNonZ54 numeric
@attribute cellOccupancyNonZ55 numeric
@attribute cellOccupancyNonZ56 numeric
@attribute cellOccupancyNonZ57 numeric
@attribute cellOccupancyNonZ58 numeric
@attribute cellOccupancyNonZ59 numeric
@attribute cellOccupancyNonZ60 numeric
@attribute cellOccupancyNonZ61 numeric
@attribute cellOccupancyNonZ62 numeric
@attribute cellOccupancyNonZ63 numeric
@attribute cellOccupancyNonZ64 numeric
@attribute class {G1,G2,G3,G4,G5,G6,G7,G8,G9,G0}

@data
1,0.019301,1,0.10853,0.093604,0.065521,0.022649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,2147,2359,1454,2226,3416,2515,172,343,1032,2147,3368,3600,3594,3600,2186,1187,1992,2262,2411,3539,3595,3600,2400,0,0,0,0,1814,2742,2822,1947,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,G5
0.019072,0.039962,27.902817,0.110383,0.138416,0.063834,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,1959,2949,2034,938,1966,1069,0,139,646,1275,3199,3600,3600,3600,1853,1612,2415,2372,3306,3600,3597,3600,2400,0,0,0,238,2381,3600,3516,2302,0,0,0,0,15,266,108,0,0,0,0,0,0,0,0,0,G5
1,0.032045,1,0.070737,0.446364,0.014821,0,0,0,0,0,0,0,0,0,0,0,0,26,2998,3304,3231,2086,795,171,0,0,961,2443,3215,3600,3600,2107,0,0,0,0,170,1294,2394,2400,322,1199,1326,1728,2590,2936,1204,2325,2241,3600,3600,3600,3600,3587,3524,2400,228,780,771,1177,1669,1041,2014,2312,0,0,0,0,0,0,0,0,G5
0,0,0,5.070341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173,2732,3172,3112,2336,1965,1226,0,19,1735,2620,2954,3600,3600,2400,0,138,0,0,25,1064,1932,1895,20,669,1371,1394,1951,1946,1204,1461,1867,3600,3600,3600,3600,3600,3600,2400,500,1599,1484,1347,1733,2126,1170,1808,0,0,0,0,0,0,0,0,G5
1,0.08606,1,0.081998,0.103293,0.081337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210,1647,1278,644,1910,3318,2041,172,68,1206,2060,3413,3600,3600,3600,2368,1696,3045,3256,3508,3600,3600,3600,2400,0,0,82,250,2349,3372,3312,1711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,G5
0.014228,0.139896,18.979395,0.070129,0.089135,0.189076,0.06539,0,0,0,0,0,0,0,0,0,0,0,40,2837,1739,419,0,0,0,0,0,407,2419,3443,1496,829,311,679,1703,1559,1436,3078,3600,3533,2396,1355,2414,2826,2914,3568,3600,3596,2151,0,730,2610,2824,3578,3552,3359,1786,0,63,626,707,425,1861,2683,2147,0,0,0,0,0,0,0,0,G6
1,0.216966,1,0.029986,0.018855,0.111913,0.047883,0.020298,0,0,0,0,0,0,0,0,0,0,88,16,0,0,0,0,0,0,1843,3014,2393,1148,1989,1252,9,463,1170,1632,3222,3600,3425,3600,2008,1497,3134,3444,3600,3600,3600,3600,2400,297,1455,1624,1562,3147,3336,2903,2182,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,G6
0.014499,0.157546,18.622959,0.119303,0.045671,0.080207,0.054959,0.043483,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,1248,1626,682,534,0,0,0,1224,2293,3067,3598,3156,1011,147,0,44,1720,2120,3150,3375,3600,3458,1346,0,0,0,0,530,2911,3600,2392,0,0,0,0,0,12,179,97,0,0,0,0,0,0,0,0,G6
0.014726,0.14616,18.366129,0.115524,0.031475,0.083998,0.050002,0.045411,0,0,0,0,0,0,0,0,0,0,247,0,0,0,0,0,0,0,816,2126,1001,872,0,0,0,1311,2453,3174,3600,3532,1308,316,0,0,1718,2037,3013,3515,3600,3595,1812,0,0,0,7,499,2879,3600,2400,0,0,0,0,0,65,558,284,0,0,0,0,0,0,0,0,G6
0.015094,0.141615,17.936562,0.041306,0.057525,0.191123,0.10808,0.013384,0,0,0,0,0,0,0,0,0,0,0,2082,1433,79,0,0,0,0,0,362,2868,2620,835,896,1156,507,1375,1389,1078,3594,3600,3600,2400,1760,2657,3050,3384,3600,3600,3600,2322,0,1169,3072,3127,3600,3600,3106,2194,0,44,602,1032,728,1412,2787,1874,0,0,0,0,0,0,0,0,G6
0.015183,0.212588,17.76836,0.101114,0.02695,0.120904,0.057596,0,0,0,0,0,0,0,0,0,0,0,522,253,0,0,0,0,0,0,1004,2821,2630,1540,2307,1762,24,739,1780,2038,3117,3600,3599,3600,1766,922,2494,3264,3524,3600,3588,3600,2400,0,956,1197,737,1534,2385,2185,2227,0,0,0,0,0,0,0,268,0,0,0,0,0,0,0,0,G6
0.015188,0.417174,17.800419,0.036556,0.093036,0.103619,0.01634,0.034482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1414,3079,3162,2811,3321,3141,1534,0,502,1624,3120,3600,3600,3426,2400,1741,2855,1975,2812,3600,3571,3597,2160,0,840,2761,1874,1574,1422,648,352,0,18,9,0,0,0,0,0,0,0,0,0,0,0,0,0,G6
0.014549,-0.166341,38.0121,0.074672,0.076716,0.051683,0.0691,0,0,0,0,0,0,0,0,0,0,0,1139,287,0,0,0,0,0,1064,1536,2822,1638,1101,0,0,0,243,2291,3522,3492,3442,624,13,0,0,0,266,2408,3490,3600,3222,823,0,0,0,0,900,3290,3600,2370,0,0,0,0,0,472,1735,1313,0,0,0,0,0,0,0,0,G6
0.014668,-0.073798,18.599554,0.091073,0.088069,0.050481,0.060475,0,0,0,0,0,0,0,0,0,0,0,973,198,0,0,0,0,0,723,906,2495,1070,667,0,0,0,603,3200,3598,3563,3281,613,0,0,0,24,598,2598,3490,3528,2901,722,0,0,0,0,897,3253,3600,2392,0,0,0,0,0,378,1886,1261,0,0,0,0,0,0,0,0,G6
0.01502,0.082209,18.201717,0.070088,0.117477,0.055,0,0,0,0,0,0,0,0,0,0,0,0,1291,1035,6,0,0,0,0,0,214,2106,2745,1226,1681,190,0,1699,2915,2724,3600,3584,3600,2824,674,821,2620,3510,3432,3598,3600,3600,2400,0,0,109,661,1996,2674,3391,2400,0,0,0,0,0,0,287,1070,0,0,0,0,0,0,0,0,G6
0.010028,0.844688,69.908165,0.031267,0.144009,0.087523,0.01354,0,0,0,0,0,1871,228,0,0,0,0,0,0,1485,2991,1312,15,0,0,0,1313,1950,3559,3600,1576,0,0,0,2563,3600,3600,3600,1800,0,0,0,1806,3600,3600,3600,1800,0,0,0,1243,3446,3600,3600,1650,0,0,196,1245,3306,1859,884,7,0,0,938,2228,426,0,0,0,0,G7
0.009677,0.811327,77.238541,0.358552,0.016289,0,0,0,0,0,0,1002,1058,0,0,0,0,0,0,597,3105,2172,578,0,0,0,0,0,346,3367,3384,756,0,0,0,231,1460,3469,3600,2040,0,0,0,1295,3600,3600,3600,2040,0,0,0,459,3600,3595,3600,2040,0,0,21,584,3182,3600,3434,1355,0,0,1227,2378,1902,1102,119,0,0,G7
0.009634,0.842655,79.161362,0.413768,0,0,0,0,0,0,0,583,1496,47,0,0,0,0,0,27,2329,2703,754,0,0,0,0,0,35,3072,3415,931,0,0,0,125,1377,3345,3600,1920,0,0,0,1154,3600,3600,3600,1920,0,0,0,139,3539,3600,3600,1920,0,0,26,493,3129,3600,3213,1009,0,0,1000,2323,1697,466,20,0,0,G7
0.009664,1.014016,83.083595,0.027329,0.271192,0.021299,0,0,0,0,0,681,1525,26,0,0,0,0,0,198,3141,2439,419,0,0,0,0,0,774,3599,3315,225,0,0,0,667,3080,3600,3600,300,0,0,0,1425,3600,3600,3600,300,0,0,0,252,3546,3600,3600,298,0,0,0,668,3420,2783,1361,6,0,0,149,2247,847,8,0,0,0,G7
0.010198,0.91576,78.348076,0.371095,0,0,0,0,0,0,0,286,1701,48,0,0,0,0,0,55,2592,2706,689,0,0,0,0,0,93,3255,3440,731,0,0,0,237,1372,3345,3600,1680,0,0,0,1031,3596,3600,3600,1680,0,0,0,241,3581,3588,3600,1680,0,0,0,454,2971,3587,3114,1008,0,0,960,2344,1646,603,5,0,0,G7
0.012656,0.86249,44.688377,0.291166,0,0,0,0,0,0,0,0,1552,576,0,0,0,0,0,0,1488,3220,1327,0,0,0,0,0,0,2331,3596,1594,0,0,0,722,2795,3282,3600,3114,0,0,0,921,3600,3600,3600,3120,0,0,0,799,3600,3600,3600,3120,0,0,809,1533,3328,3600,3595,2849,0,0,1645,2346,1987,1330,727,0,0,G7
0.009721,0.508107,78.815231,0.280769,0,0,0,0,0,0,0,0,1497,437,0,0,0,0,0,0,1644,2967,239,0,0,0,0,0,11,2864,2945,204,0,0,0,489,2528,3320,3600,2111,0,0,0,530,3600,3600,3600,2520,0,0,0,232,3600,3600,3600,2520,0,0,1100,1370,3600,3600,3600,2520,0,0,668,2251,2371,1853,1584,575,0,G7
0.012008,0.839336,75.410538,0.257591,0,0,0,0,0,0,0,0,462,868,0,0,0,0,0,0,181,3240,1482,2,0,0,0,0,0,944,3600,1622,0,0,0,852,2673,2510,3600,3520,292,0,0,1842,3600,3597,3600,3600,600,0,0,2421,3600,3600,3600,3600,600,266,1712,1903,3579,3600,3600,3600,600,96,1611,2247,1962,2038,1839,888,210,G7
0.009612,0.644728,79.038055,0.133667,0.122543,0.014845,0,0,0,0,0,0,0,1560,36,0,0,0,0,0,0,2904,1170,0,0,0,0,0,0,1412,3260,318,0,0,0,162,2160,3112,3600,1080,0,0,0,251,3556,3600,3600,1080,0,0,0,206,3594,3499,3600,1080,0,0,161,547,2891,3600,3592,1031,0,0,397,2174,2018,884,364,3,0,G7
0.010206,0.29487,70.284538,0.296905,0.012863,0,0,0,0,0,0,0,948,1342,0,0,0,0,0,0,745,3374,842,0,0,0,0,0,0,1820,3378,724,0,0,0,293,2176,2548,3600,3352,131,0,0,817,3600,3600,3600,3600,300,0,22,1091,3600,3598,3600,3600,300,92,2913,2156,3587,3600,3600,3600,300,0,402,2032,2209,2352,2364,2273,170,G7
0.009102,0.483445,31.84795,0.222429,0.337619,0,0,0,0,0,0,0,0,594,1179,0,0,0,0,0,0,264,3394,840,0,0,0,0,0,0,1838,2891,203,338,1370,1452,787,630,2488,3600,1320,405,1618,2156,3191,3600,3600,3600,1380,0,0,0,2831,3600,3596,3600,1380,0,295,702,2301,3600,3600,3600,1380,0,366,2012,2374,1936,1713,1438,394,G8
0.010508,0.829864,87.031273,0.028934,0.207811,0.316702,0,0,0,0,0,0,0,188,1359,0,0,0,0,0,0,165,3166,588,0,0,0,0,0,0,1693,3047,139,334,1665,1578,1168,1439,2880,3600,1431,571,1712,2245,3600,3600,3600,3600,1560,0,0,597,3600,3597,3600,3600,1560,0,312,682,2539,3600,3600,3600,1560,0,883,2344,2126,1247,1132,585,310,G8
0.009269,0.567829,31.582924,0.243237,0.342531,0.022581,0,0,0,0,0,0,0,0,1523,374,0,0,0,0,0,0,1979,2132,0,0,0,0,0,0,616,3541,862,1033,2400,2152,1485,1174,2343,3600,1860,492,1064,1546,3014,3600,3600,3600,1860,0,0,0,2745,3579,3600,3600,1860,0,150,601,1695,3545,3600,3600,1860,0,205,2042,2382,1835,1443,1475,759,G8
0.010403,0.761607,88.510788,0.016625,0.205132,0.3285,0,0,0,0,0,0,0,0,1523,104,0,0,0,0,0,0,2529,1484,0,0,0,0,0,0,970,3425,420,345,1571,1702,1041,683,2350,3600,1368,506,1445,1874,3559,3600,3600,3600,1380,0,0,639,3550,3600,3600,3600,1380,0,704,863,2751,3600,3600,3600,1380,0,664,2056,2099,1623,1816,1518,647,G8
0.008864,0.642846,34.360435,0.015723,0.220172,0.326151,0.010029,0,0,0,0,0,0,0,1099,394,0,0,0,0,0,0,1742,1554,0,0,0,0,0,0,1111,3191,154,479,2295,2301,1788,1236,2546,3600,838,30,614,1032,3376,3600,3600,3600,840,0,0,304,3572,3600,3600,3600,840,0,464,1024,2930,3600,3600,3600,840,0,657,2016,2107,1605,1731,1549,378,G8
0.010401,0.283297,81.049911,0.028643,0.147135,0.290536,0,0,0,0,0,0,0,212,1262,0,0,0,0,0,0,321,3277,798,0,768,592,0,0,0,1856,3342,274,929,3001,2939,1991,2181,2616,3600,1995,0,75,2439,3600,3600,3600,3600,2400,527,1095,1265,3600,3600,3600,3600,2400,225,2725,3264,3600,3600,3600,3600,2400,0,45,683,957,776,964,1016,1024,G8
0.009289,0.607018,31.013523,0.270724,0.228417,0.018513,0,0,0,0,0,0,0,1653,15,0,0,0,0,0,0,2698,1800,0,0,214,1357,468,0,474,3435,2155,72,537,2363,3539,2943,1884,3360,3600,1200,0,0,26,3120,3600,3600,3600,1260,0,0,201,3492,3600,3600,3600,1260,0,623,502,2355,3600,3600,3600,1260,0,1164,2384,2353,1594,1637,1147,191,G8
0.010335,0.633312,71.723534,0.186615,0.273484,0.026332,0,0,0,0,0,0,1377,529,0,0,0,0,0,0,1281,3240,1030,0,0,0,0,0,0,1155,3567,1993,16,659,2018,1876,903,646,3576,3600,1531,559,1557,2197,3600,3600,3584,3600,1800,0,0,891,3600,3600,3600,3600,1800,0,750,569,3122,3600,3600,3594,1800,0,967,2348,2273,1380,1093,423,218,G8
0.008903,0.447865,32.058792,0.220489,0.32962,0.015082,0,0,0,0,0,0,0,436,1382,0,0,0,0,0,0,565,3452,469,0,0,0,0,0,0,2101,2934,136,801,2874,2237,1136,291,2519,3600,1251,0,290,1605,3396,3600,3600,3600,1380,0,0,382,3534,3600,3600,3600,1380,0,1272,872,2732,3600,3600,3600,1380,0,555,2192,2267,2148,1837,1817,766,G8
0.008751,0.622475,33.020748,0.244527,0.324508,0.026338,0,0,0,0,0,0,0,18,1531,0,0,0,0,0,0,64,3014,1003,0,0,0,0,0,0,1658,2872,112,788,3006,2730,1959,1332,2738,3600,1126,0,25,868,3496,3600,3600,3600,1200,0,0,450,3501,3595,3600,3600,1200,0,431,590,2985,3600,3600,3600,1200,0,1125,2309,2121,1633,1320,1378,498,G8
0.009334,0.530258,16.910755,0.014116,0.00849,0.011527,0.060772,0.22572,0,0,0,0,0,0,562,0,0,0,0,0,0,0,2944,426,0,0,850,577,0,0,1511,3039,175,130,1017,2818,2932,1082,1979,3600,1385,2140,3246,2542,3010,3600,3600,3600,2396,1333,2956,3544,3600,3600,3600,3600,2400,0,1722,2960,3497,3600,3600,3600,2400,0,25,914,853,452,902,935,672,G9
0.007592,0.579419,13.740136,0.025507,0.02801,0.008478,0.05969,0.243613,0,0,0,0,0,0,1369,31,0,0,0,0,0,0,2229,1661,0,0,0,0,0,0,548,3594,1186,0,1928,2516,2193,1827,2682,3600,2390,69,1084,2254,2924,3600,3600,3600,2400,1565,3487,3600,3600,3600,3600,3600,2400,296,2222,2976,2777,3595,3600,3559,2271,0,43,1614,2100,1153,319,193,13,G9
0.007429,0.695679,14.779031,0.012229,0.030493,0.033575,0.072689,0.216022,0.010329,0,0,0,0,1341,294,0,0,0,0,0,0,1104,3183,924,0,0,0,0,0,0,2216,3570,1097,568,2215,2842,2678,2803,3468,3600,2400,330,1044,2170,3286,3600,3600,3600,2400,1357,3127,2883,3239,3600,3600,3600,2400,385,2272,2824,2798,3524,3590,2731,1359,0,266,729,2303,1317,261,0,0,G9
0.008589,0.791347,11.713248,0.014006,0.032132,0.020959,0.086645,0.230337,0,0,0,0,0,1067,705,0,0,0,0,0,0,842,3346,1206,0,0,0,0,0,0,1547,3527,1031,343,2945,3043,2827,2325,3205,3600,2400,78,672,1349,3021,3600,3600,3600,2400,1710,2732,3260,3600,3600,3600,3600,2400,23,2502,2785,2602,3553,3585,3071,1474,0,0,1368,1981,502,244,6,0,G9
1,-0.799085,1,0.030373,0.070626,0.232652,0,0,0,0,0,0,0,103,989,0,0,0,0,0,0,219,3264,900,0,0,0,0,0,0,1361,3363,404,0,1771,2972,2222,1376,2625,3600,2227,393,1035,1488,3545,3600,3600,3600,2400,1826,3596,3600,3600,3600,3600,3600,2400,461,2591,3600,3600,3510,3243,3149,1994,0,263,1532,1518,311,0,0,0,G9
0.008053,0.850534,11.588235,0.015546,0.031853,0.013586,0.077677,0.242484,0,0,0,0,0,374,1348,0,0,0,0,0,0,131,3017,1137,0,0,0,0,0,0,1239,3428,629,0,2097,3227,2761,1971,2836,3600,1860,160,864,1585,3092,3600,3600,3600,1860,1321,2908,3449,3600,3600,3600,3600,1860,48,2387,2573,2915,3600,3600,3324,1230,0,0,1070,2192,1078,308,118,0,G9
1,-0.788799,1,0.029577,0.014631,0.009591,0.072841,0.233483,0,0,0,0,0,695,922,0,0,0,0,0,0,308,3184,732,0,0,146,47,0,0,1453,3402,595,0,2116,3135,2697,1984,2753,3600,2158,690,1508,1777,2958,3600,3600,3600,2160,1165,3251,3326,3600,3600,3600,3600,2160,235,1943,3270,3233,3600,3600,3585,1907,0,0,1560,2280,863,279,133,0,G9
0.008228,0.653589,11.072308,0.029367,0.038814,0.025655,0.079549,0.255652,0,0,0,0,0,0,677,1215,0,0,0,0,0,0,642,2977,7,0,1604,1509,376,0,0,3116,1295,0,232,2130,3402,2215,2132,3589,2280,1824,3201,2872,3175,3600,3600,3600,2280,760,2377,3333,3600,3600,3600,3600,2280,100,966,2161,2985,3600,3600,3600,2280,0,25,1379,2014,1257,1023,937,459,G9
0.008337,0.904786,10.192496,0.038125,0.025238,0.077669,0.23401,0,0,0,0,0,0,0,651,943,0,0,0,0,0,0,957,2751,118,0,134,201,0,0,15,3100,1638,0,2055,3336,3162,2276,2542,3585,2400,400,1326,1742,2828,3600,3600,3600,2400,1538,2610,3055,3589,3600,3600,3600,2400,361,2342,2648,2492,3573,3600,3588,2042,0,0,1710,1881,1189,1233,461,0,G9
0.008789,0.522232,16.426311,0.039314,0.031863,0.011758,0.070324,0.232123,0,0,0,0,0,0,501,128,0,0,0,0,0,0,1524,1616,0,0,1429,1905,522,0,556,3196,241,793,939,1648,3123,2080,2584,3600,1660,1578,3332,3575,3404,3600,3600,3600,2363,636,2272,3349,3555,3600,3600,3600,2400,0,1347,2822,2773,2845,3465,3544,2400,0,0,1,0,0,2,286,760,G9
1,-0.768864,1,0.076449,0.014265,0.01532,0.018083,0,0,1260,1416,27,0,0,0,0,0,1613,3600,2866,482,0,0,0,0,806,3600,3600,3132,1123,0,0,0,953,3538,3600,3600,3491,1593,352,0,0,453,1259,2963,3600,3600,3054,999,0,0,0,1314,3600,3600,3600,2340,0,0,0,151,2723,3600,3600,2340,0,0,0,0,132,1716,2247,1473,G1
1,-0.616738,1,0.011205,0.00807,0.008234,0.00853,0.014769,0.008183,976,2171,1556,145,0,0,0,0,756,3600,3600,3445,2801,491,0,0,612,3600,3600,3600,3600,3195,1590,14,72,3240,3600,3600,3600,3600,3600,1304,0,2618,3600,3600,3600,3600,3600,1740,0,2359,3430,3598,3600,3600,3600,1740,0,137,2808,3599,3600,3600,3600,1740,0,0,194,717,1110,1433,1668,811,G1
0,0,0,0.009885,0.067136,0,0,0,0,0,1643,1449,109,0,0,0,0,0,2511,3600,3185,1320,5,0,0,0,2582,3600,3600,3600,2549,0,0,0,2634,3600,3600,3600,3600,1630,0,0,2381,3600,3600,3600,3600,3000,0,0,722,2853,3464,3600,3600,3000,0,0,0,0,118,517,2330,3000,0,0,0,0,0,0,49,1268,0,G1
1,-0.553091,1,0.008428,0.009388,0,0,0,0,597,1729,1134,18,0,0,0,0,424,3516,3600,3166,1723,164,0,0,403,3539,3600,3600,3600,2911,322,0,317,3552,3600,3600,3600,3600,3158,309,0,2579,3600,3600,3600,3600,3600,1080,0,2337,3600,3600,3600,3600,3600,1080,0,508,1549,3344,3600,3600,3600,1080,0,0,0,218,1038,1328,1985,621,G1
1,-0.50255,1,0.013081,0.007526,0,0,0,0,0,1753,1885,1449,5,0,0,0,0,2300,3600,3600,2829,1062,0,0,0,2862,3600,3600,3600,3459,705,0,122,3579,3600,3600,3600,3600,3559,129,8,3383,3600,3600,3600,3600,3600,180,0,2584,3600,3600,3600,3600,3600,180,0,481,1863,3583,3600,3600,3600,180,0,0,0,475,846,1872,2385,120,G1
1,-0.617926,1,0.013366,0.008601,0,0,0,0,65,2097,1430,104,0,0,0,0,12,3076,3600,3244,1766,145,0,0,11,3394,3600,3600,3600,2962,686,0,0,3078,3600,3600,3600,3600,3513,92,0,2696,3600,3600,3600,3600,3600,120,0,1871,3600,3600,3600,3600,3600,120,0,19,2144,3369,3600,3600,3600,120,0,0,0,18,606,1263,1712,80,G1
1,-0.739105,1,0.051608,0,0,0,0,0,0,1652,1116,68,0,0,0,0,0,2524,3600,2980,1004,0,0,0,0,2784,3600,3600,3549,1680,0,0,0,2357,3600,3600,3600,3600,1059,0,0,2338,3600,3600,3600,3600,2940,0,0,315,2880,3588,3600,3600,2940,0,0,0,0,413,881,2501,2940,0,0,0,0,0,0,64,1295,0,G1
1,-0.698455,1,0.009241,0.008941,0.016333,0,0,0,0,1783,1878,358,0,0,0,0,0,2435,3600,3378,1997,163,0,0,0,3096,3600,3600,3600,2890,304,0,0,2534,3600,3600,3600,3600,2741,0,0,2446,3600,3600,3600,3600,3180,0,0,1565,3595,3600,3600,3600,3180,0,0,0,1757,2849,3430,3600,3180,0,0,0,0,0,41,595,1717,0,G1
0,0,0,0.01023,0.013082,0.01621,0,0,0,368,2225,1472,468,0,0,0,0,145,3367,3600,3512,2302,482,0,0,11,2974,3600,3600,3600,3475,908,0,0,2684,3600,3600,3600,3600,3471,384,0,2497,3600,3600,3600,3600,3600,540,0,2002,3600,3600,3600,3600,3600,540,0,70,2322,3600,3600,3600,3600,540,0,0,0,347,821,1607,1319,350,G1
0,0,0,0.019969,0.022851,0,0,0,0,26,2231,1626,310,0,0,0,0,8,3242,3600,3455,1916,166,0,0,0,2948,3600,3600,3600,3121,680,0,0,2238,3600,3600,3600,3600,3228,0,0,2187,3600,3600,3600,3600,3600,0,0,1825,3513,3600,3600,3600,3600,0,0,0,2209,3099,3600,3600,3600,0,0,0,0,13,366,664,1531,0,G1
0.01326,0.426401,19.429249,0.164475,0.109173,0.069325,0.05588,0.030002,0,0,31,1841,230,0,0,0,0,0,1024,1788,2645,368,13,0,0,0,290,1603,3193,3534,2446,0,0,0,0,970,2761,3441,3167,254,0,0,0,0,425,1956,3600,1793,0,0,0,0,0,251,3547,2160,0,0,0,0,0,4,2435,2160,0,0,0,0,0,0,185,1137,0,G0
0.012111,0.588854,22.119347,0.025514,0.256983,0.170483,0.013567,0,0,0,0,0,0,0,0,0,0,0,1533,3213,1990,604,0,0,0,0,0,585,2215,3548,2257,1512,288,1499,2645,2752,2450,3469,3600,3600,2400,493,1120,1465,1811,3241,3600,3600,2394,0,0,0,0,2112,3508,3588,1997,0,0,1001,2739,2344,1535,1853,1204,0,0,0,0,0,0,0,0,G0
0.011576,0.471281,22.894224,0.03773,0.263549,0.178753,0.038489,0,0,0,54,118,0,0,0,0,0,0,904,3092,1959,277,0,0,0,0,0,65,2077,3313,1300,126,0,1795,3010,3014,2218,3334,3600,3524,1417,291,882,1244,1602,3222,3600,3600,2400,0,0,0,0,2790,3600,3597,2339,0,0,1646,2868,2894,2773,3116,2202,0,0,104,63,0,0,0,10,G0
0.011578,0.58508,23.186516,0.028554,0.332258,0.25687,0.023468,0,0,0,50,2174,1013,0,0,0,0,0,0,944,3352,2189,180,0,0,0,0,0,452,3087,2865,478,0,1188,3312,2858,2298,1967,3600,3449,1349,114,506,897,2024,3240,3600,3600,1740,0,0,0,0,462,3600,3600,1740,0,0,40,1125,1812,3545,3303,1640,0,0,184,2164,1643,1527,2029,1160,G0
0.013132,0.857719,19.955507,0.27848,0.236559,0.035139,0.054283,0,0,0,772,586,5,0,0,0,0,0,1408,3077,2685,1042,64,0,0,0,0,69,1375,3500,3281,1922,994,670,1798,2290,2619,3543,3600,3600,2355,1323,1925,1623,1635,3087,3600,3600,2115,0,0,0,0,1841,3600,3587,2062,0,0,0,1764,3023,1210,870,1210,0,0,0,852,153,0,0,380,G0
0.01185,0.270615,22.108004,0.202033,0.066552,0.098439,0.033651,0.021654,0,0,143,1570,41,0,0,0,0,0,371,997,2412,258,0,0,0,0,1240,1859,3552,3578,1190,0,0,0,26,1641,2155,3381,2792,144,0,0,0,0,0,2544,3600,2256,0,0,0,0,0,1448,3600,3284,0,0,0,0,0,31,3039,3300,0,0,0,0,0,0,536,2083,0,G0
0.011932,0.302741,22.267647,0.265951,0.055664,0.055333,0.015224,0,0,15,777,13,0,0,0,0,0,326,1635,2543,1232,266,0,0,0,852,1784,3324,3600,3205,769,0,0,10,1313,1528,1996,3206,3279,1513,0,0,0,0,0,1398,3600,3586,960,0,0,0,0,47,2833,3600,2400,0,0,0,0,0,183,2649,2400,0,0,0,0,0,0,76,602,G0
0.011733,0.347208,22.644402,0.044456,0.137859,0.177048,0.050799,0,0,0,0,0,0,0,0,0,0,0,1493,2295,669,0,0,0,0,0,75,1324,3254,1942,217,0,0,1027,1838,1794,2329,3600,3271,2491,1042,924,1526,1816,2082,3600,3600,3539,2396,0,69,2260,2671,3600,3600,3600,2400,0,0,646,642,695,1471,2091,1728,0,0,0,0,0,0,0,0,G0
